location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20211002T2300,14.930529,76.0,14.512064,136.00508
20211003T0000,16.580528,65.0,12.984975,136.12329
20211003T0100,18.170528,53.0,11.753876,130.03026
20211003T0200,18.72053,44.0,11.720751,132.51044
20211003T0300,17.110529,48.0,11.923557,118.88658
20211003T0400,15.610529,54.0,14.48972,116.56505
20211003T0500,14.230529,60.0,14.81259,115.94229
20211003T0600,13.820529,62.0,14.007655,115.90651
20211003T0700,13.740529,63.0,15.463246,114.77513
20211003T0800,14.930529,62.0,15.1884165,121.429565
20211003T0900,16.610529,57.0,13.104198,127.1847
20211003T1000,17.21053,57.0,12.074766,116.56505
20211003T1100,17.000528,61.0,17.076298,108.434944
20211003T1200,17.38053,62.0,16.1198,113.702644
20211003T1300,20.29053,56.0,17.238699,118.70595
20211003T1400,18.97053,66.0,15.716793,110.09523
20211003T1500,18.530529,70.0,11.090103,103.13402
20211003T1600,18.29053,70.0,8.78872,34.99202
20211003T1700,16.95053,82.0,11.841756,340.46335
20211003T1800,16.750528,90.0,13.779114,289.85522
20211003T1900,15.430529,81.0,10.587917,252.18112
20211003T2000,15.130529,83.0,5.154415,245.22485
20211003T2100,14.840529,85.0,5.4119864,266.1859
20211003T2200,14.380529,87.0,5.4119864,266.1859
20211003T2300,13.920529,89.0,8.28,270.0
20211004T0000,13.520529,91.0,8.28,270.0
20211004T0100,13.450529,91.0,8.287822,272.48956
20211004T0200,13.280529,93.0,11.119281,299.0546
20211004T0300,12.560529,92.0,14.512064,330.25513
20211004T0400,12.780529,95.0,11.503113,339.8637
20211004T0500,12.430529,92.0,11.384198,325.30484
20211004T0600,12.110529,93.0,13.779114,326.7251
20211004T0700,11.860529,93.0,11.808878,322.43143
20211004T0800,12.230529,92.0,12.031756,321.07245
20211004T0900,12.610529,91.0,8.891343,328.24054
20211004T1000,12.990529,87.0,8.473393,347.73523
20211004T1100,13.150529,82.0,7.8625183,344.0546
20211004T1200,13.350529,80.0,9.422101,313.45184
20211004T1300,13.900529,71.0,6.638072,310.60132
20211004T1400,14.420529,69.0,9.693296,338.1986
20211004T1500,14.790529,65.0,13.441071,352.30396
20211004T1600,15.080529,63.0,13.910169,349.5625
20211004T1700,14.580529,65.0,11.966953,353.08878
20211004T1800,13.720529,69.0,9.028754,336.50146
20211004T1900,12.890529,71.0,7.172949,342.47443
20211004T2000,11.790529,78.0,6.989936,304.50854
20211004T2100,11.250529,83.0,8.4042845,279.8658
20211004T2200,10.640529,88.0,5.8048253,299.74487
20211004T2300,10.330529,90.0,3.96,270.0
20211005T0000,10.180529,93.0,0.71999997,270.0
20211005T0100,10.110529,94.0,0.5091169,225.0
20211005T0200,10.090529,95.0,2.9024127,262.875
20211005T0300,9.900529,96.0,4.379589,350.5377
20211005T0400,9.940529,95.0,2.3051248,308.65982
20211005T0500,10.190529,93.0,2.52,180.0
20211005T0600,10.590529,92.0,3.8939953,146.30994
20211005T0700,10.840529,92.0,3.5455887,113.96249
20211005T0800,11.410529,90.0,3.8939953,123.69006
20211005T0900,12.450529,86.0,2.8116899,129.80557
20211005T1000,13.850529,81.0,3.0758414,110.556046
20211005T1100,15.330529,75.0,4.0249224,153.43495
20211005T1200,16.330528,67.0,3.9763298,185.19443
20211005T1300,16.270529,70.0,8.0899935,122.27564
20211005T1400,17.63053,64.0,3.9763298,174.80557
20211005T1500,17.510529,62.0,3.6179552,275.7106
20211005T1600,17.170528,55.0,22.366402,273.6914
20211005T1700,14.940529,73.0,8.404285,223.2643
20211005T1800,14.770529,75.0,8.891343,238.24052
20211005T1900,14.330529,77.0,7.968939,251.56506
20211005T2000,13.320529,79.0,24.850431,271.66028
20211005T2100,12.000529,82.0,23.411074,268.2376
20211005T2200,11.680529,83.0,19.803272,268.95837
20211005T2300,11.740529,79.0,19.881649,264.80557
20211006T0000,11.530529,78.0,18.079027,257.34744
20211006T0100,11.310529,77.0,15.937878,251.56506
20211006T0200,11.180529,76.0,14.512064,246.61478
20211006T0300,10.450529,78.0,13.708391,246.8014
20211006T0400,10.220529,77.0,13.32,251.07536
20211006T0500,9.240529,80.0,13.207634,252.55283
20211006T0600,8.810529,82.0,13.556282,259.28687
20211006T0700,8.580529,83.0,14.145756,255.25644
20211006T0800,9.670529,79.0,16.62249,265.03027
20211006T0900,10.910529,72.0,21.96295,269.06082
20211006T1000,11.390529,67.0,21.986542,267.18445
20211006T1100,12.080529,63.0,21.986542,267.18445
20211006T1200,12.270529,61.0,23.40277,270.8814
20211006T1300,12.830529,67.0,17.518356,260.5377
20211006T1400,13.500529,60.0,17.698677,265.33313
20211006T1500,13.820529,57.0,18.057508,265.4261
20211006T1600,14.000529,55.0,18.03237,266.56638
20211006T1700,13.710529,56.0,17.283749,271.19348
20211006T1800,13.170529,59.0,15.137133,272.72632
20211006T1900,12.660529,62.0,12.261158,266.63354
20211006T2000,12.170529,65.0,13.910169,259.56253
20211006T2100,11.900529,67.0,11.503113,249.86371
20211006T2200,11.490529,72.0,11.91812,244.98311
20211006T2300,11.280529,74.0,13.450708,254.47589
20211007T0000,11.0505295,75.0,11.966953,263.08878
20211007T0100,10.960529,76.0,8.350138,262.5686
20211007T0200,10.810529,76.0,6.924738,261.02737
20211007T0300,10.150529,79.0,6.4799995,270.0
20211007T0400,9.840529,84.0,5.4477882,277.59464
20211007T0500,9.610529,87.0,5.0911684,278.1301
20211007T0600,9.5505295,89.0,3.8773184,291.8014
20211007T0700,9.590529,89.0,3.0547013,315.0
20211007T0800,9.890529,87.0,4.0249224,333.43497
20211007T0900,10.280529,87.0,4.0249224,349.69516
20211007T1000,11.330529,80.0,3.6,360.0
20211007T1100,11.760529,75.0,2.52,360.0
20211007T1200,12.950529,68.0,5.8048253,352.875
20211007T1300,14.820529,61.0,7.072878,14.743561
20211007T1400,15.340529,59.0,7.4128532,29.05458
20211007T1500,15.470529,59.0,7.928177,50.527527
20211007T1600,15.260529,61.0,10.30883,65.224846
20211007T1700,14.780529,63.0,8.654986,73.07248
20211007T1800,14.870529,62.0,8.311245,72.34988
20211007T1900,13.760529,65.0,9.0,89.99999
20211007T2000,12.360529,72.0,8.225035,66.8014
20211007T2100,10.720529,76.0,9.085988,56.30993
20211007T2200,9.480529,79.0,6.763786,25.201126
20211007T2300,8.560529,82.0,5.4119864,356.18594
20211008T0000,7.7105284,88.0,3.8268526,311.1859
20211008T0100,7.4105287,90.0,4.452954,284.03625
20211008T0200,7.040529,91.0,4.32,270.0
20211008T0300,6.5505285,94.0,5.0528407,274.08563
20211008T0400,6.5205283,94.0,5.3999996,270.0
20211008T0500,6.5205283,94.0,4.6938252,265.6013
20211008T0600,6.5205283,94.0,4.6938252,265.6013
20211008T0700,6.540529,94.0,4.32,270.0
20211008T0800,6.8805285,93.0,4.379589,279.46234
20211008T0900,7.5505285,90.0,4.5536795,288.43497
20211008T1000,8.950529,85.0,5.3517847,317.72632
20211008T1100,11.340529,76.0,5.4119864,3.8140564
20211008T1200,16.110529,61.0,12.641076,70.016884
20211008T1300,18.260529,49.0,22.314194,72.14967
20211008T1400,19.100529,46.0,23.400002,75.74996
20211008T1500,19.15053,46.0,23.233253,77.47118
20211008T1600,18.89053,45.0,21.791153,82.40536
20211008T1700,18.110529,50.0,17.414476,82.874985
20211008T1800,16.430529,56.0,12.959999,89.99999
20211008T1900,14.770529,61.0,9.0645685,83.15723
20211008T2000,13.220529,65.0,9.726665,87.8789
20211008T2100,12.0505295,68.0,9.449572,72.255325
20211008T2200,10.380529,77.0,6.439876,63.43495
20211008T2300,9.170529,82.0,3.563818,44.999985
20211009T0000,8.270529,87.0,3.219938,333.43497
20211009T0100,7.8005285,90.0,3.9763298,275.19443
20211009T0200,7.5005283,90.0,4.32,270.0
20211009T0300,6.6105285,94.0,5.3517847,289.6538
20211009T0400,6.1805286,94.0,5.506941,281.30994
20211009T0500,6.0005283,94.0,4.3349743,274.76364
20211009T0600,5.8305287,94.0,3.96,270.0
20211009T0700,5.6505284,94.0,4.3349743,274.76364
20211009T0800,5.7305284,93.0,4.198285,300.96378
20211009T0900,6.1605287,91.0,3.8939953,326.30994
20211009T1000,6.5905285,88.0,4.379589,350.5377
20211009T1100,7.4105287,86.0,4.73506,351.25385
20211009T1200,9.690529,76.0,4.32,360.0
20211009T1300,13.620529,61.0,9.83268,336.25052
20211009T1400,14.5505295,58.0,5.95906,334.98312
20211009T1500,15.600529,56.0,1.2979984,326.30994
20211009T1600,16.100529,55.0,2.8116899,129.80557
20211009T1700,16.90053,46.0,7.8625183,105.9454
20211009T1800,15.450529,46.0,13.202726,101.00354
20211009T1900,13.540529,53.0,13.722565,94.513985
20211009T2000,11.690529,58.0,10.105681,94.08562
20211009T2100,9.770529,67.0,4.0249224,100.30484
20211009T2200,8.570529,73.0,1.484318,194.03624
20211009T2300,7.7505283,76.0,3.319036,220.6013
20211010T0000,7.0505285,77.0,3.0758414,200.55605
20211010T0100,6.4805284,76.0,4.6938252,175.60129
20211010T0200,5.9205284,74.0,5.4477882,172.40535
20211010T0300,5.3005285,74.0,4.73506,171.25385
20211010T0400,4.8305287,74.0,5.0911684,171.8699
20211010T0500,4.5005283,73.0,4.3349743,175.23636
20211010T0600,4.1005287,74.0,3.5455887,156.0375
20211010T0700,3.7205286,74.0,2.8116899,129.80557
20211010T0800,4.9105287,71.0,1.484318,104.03624
20211010T0900,6.9105287,62.0,4.896529,107.10272
20211010T1000,8.990529,55.0,5.7599998,89.99999
20211010T1100,10.710529,51.0,4.1046314,52.125
20211010T1200,12.110529,50.0,6.12,360.0
20211010T1300,13.520529,51.0,5.4119864,356.18594
20211010T1400,14.390529,48.0,5.95906,334.98312
20211010T1500,15.120529,45.0,6.28713,336.37064
20211010T1600,15.340529,45.0,7.5170207,343.30075
20211010T1700,15.0505295,48.0,6.5693827,350.5377
20211010T1800,14.260529,51.0,4.6800003,337.38013
20211010T1900,13.090529,54.0,2.4149535,296.56506
20211010T2000,11.890529,57.0,1.1384199,251.56506
20211010T2100,11.0505295,60.0,2.52,180.0
20211010T2200,10.130529,65.0,4.3498964,155.55605
20211010T2300,9.210529,71.0,6.3690495,132.70938
20211011T0000,7.9805284,68.0,8.311245,107.650116
20211011T0100,6.6805286,71.0,8.534353,117.64597
20211011T0200,6.2605286,75.0,7.7043357,127.40535
20211011T0300,5.9305286,78.0,5.904439,127.56859
20211011T0400,5.3405285,80.0,5.991594,122.73523
20211011T0500,4.9705286,80.0,5.8048253,119.74488
20211011T0600,4.9305286,79.0,5.904439,127.56859
20211011T0700,4.8605285,79.0,5.991594,122.73523
20211011T0800,5.7105284,75.0,4.802999,102.99461
20211011T0900,8.030529,66.0,6.924738,98.97262
20211011T1000,10.530529,58.0,5.8048253,82.874985
20211011T1100,12.540529,51.0,5.0528407,4.085617
20211011T1200,13.820529,45.0,9.107359,341.56506
20211011T1300,14.420529,46.0,11.91812,334.98312
20211011T1400,15.3005295,41.0,13.905509,338.7495
20211011T1500,15.670529,36.0,16.279802,341.9657
20211011T1600,15.530529,37.0,17.298738,347.98853
20211011T1700,14.850529,42.0,14.917212,351.67438
20211011T1800,13.160529,50.0,12.429127,349.992
20211011T1900,11.980529,57.0,9.6932955,344.93152
20211011T2000,10.720529,63.0,6.924738,351.02737
20211011T2100,9.480529,69.0,3.9763298,354.8056
20211011T2200,8.820529,74.0,1.9386592,158.1986
20211011T2300,9.030529,72.0,2.52,180.0
20211012T0000,8.860529,73.0,2.5959969,213.69006
20211012T0100,8.830529,74.0,3.8939953,236.30994
20211012T0200,8.900529,73.0,4.0249224,243.43495
20211012T0300,8.590529,77.0,2.5455842,261.8699
20211012T0400,8.230529,80.0,2.8799999,270.0
20211012T0500,7.7805285,85.0,4.829907,296.56506
20211012T0600,7.6305285,87.0,3.2599385,263.65982
20211012T0700,7.5605288,89.0,4.3349743,274.76364
20211012T0800,8.400529,86.0,3.563818,315.0
20211012T0900,9.660529,80.0,5.937272,345.96375
20211012T1000,11.450529,68.0,10.739833,346.42957
20211012T1100,12.470529,62.0,12.313893,344.74487
20211012T1200,13.190529,57.0,12.245293,335.69547
20211012T1300,12.960529,59.0,14.986553,335.89777
20211012T1400,13.440529,60.0,11.384199,341.56506
20211012T1500,13.190529,61.0,12.074766,333.43497
20211012T1600,13.190529,59.0,12.594856,329.03625
20211012T1700,12.890529,59.0,12.819235,321.84277
20211012T1800,12.370529,62.0,9.220499,321.3402
20211012T1900,11.860529,67.0,7.10031,300.46555
20211012T2000,11.440529,72.0,8.287822,267.51044
20211012T2100,11.070529,73.0,12.015589,278.61566
20211012T2200,10.870529,76.0,12.682018,263.4802
20211012T2300,10.680529,78.0,14.04,270.0
20211013T0000,10.350529,81.0,13.708391,283.67133
20211013T0100,10.180529,82.0,12.303366,290.55603
20211013T0200,9.840529,85.0,13.755579,317.1211
20211013T0300,9.160529,91.0,15.034041,343.30075
20211013T0400,8.400529,92.0,18.584509,351.08508
20211013T0500,7.6605287,92.0,15.745627,349.46082
20211013T0600,7.0005283,92.0,11.966954,344.29138
20211013T0700,6.1905284,93.0,7.729527,332.24146
20211013T0800,5.8705287,94.0,5.904439,322.43143
20211013T0900,6.1505284,91.0,3.9763298,275.19443
20211013T1000,7.2105284,85.0,2.3051248,231.3402
20211013T1100,8.780529,76.0,1.609969,333.43497
20211013T1200,9.710529,67.0,4.379589,350.5377
20211013T1300,12.610529,52.0,10.661107,348.31064
20211013T1400,13.210529,49.0,12.24,360.0
20211013T1500,13.360529,47.0,12.287555,5.04245
20211013T1600,13.330529,48.0,13.722565,4.513962
20211013T1700,12.410529,53.0,15.124284,358.63608
20211013T1800,10.940529,60.0,13.722565,355.48602
20211013T1900,9.430529,67.0,11.5199995,360.0
20211013T2000,8.250529,72.0,7.5685663,2.7262878
20211013T2100,7.3905287,76.0,3.096837,324.46234
20211013T2200,6.8705287,77.0,3.7064266,240.9454
20211013T2300,6.6805286,76.0,3.8268526,221.18593
20211014T0000,6.1405287,78.0,3.096837,234.46233
20211014T0100,5.6105285,80.0,2.8116899,219.80557
20211014T0200,5.6505284,80.0,2.52,180.0
20211014T0300,5.6005287,81.0,2.0991426,149.03624
20211014T0400,5.2305284,82.0,3.7064266,119.054596
20211014T0500,4.8005285,84.0,4.510787,118.61046
20211014T0600,4.3205285,86.0,6.1305785,130.23636
20211014T0700,3.9305286,87.0,4.8433046,131.98721
20211014T0800,4.9805284,80.0,2.6208394,105.9454
20211014T0900,7.4505286,69.0,6.725354,105.5241
20211014T1000,9.780529,62.0,7.2359104,95.71059
20211014T1100,11.760529,54.0,7.5942073,84.55967
20211014T1200,13.150529,47.0,6.830519,71.56504
20211014T1300,13.990529,43.0,6.763786,64.79888
20211014T1400,14.720529,42.0,6.1094027,44.999985
20211014T1500,15.070529,42.0,5.815978,21.801407
20211014T1600,15.070529,44.0,4.3498964,24.443954
20211014T1700,14.620529,46.0,3.096837,35.53766
20211014T1800,13.940529,48.0,2.8116899,39.805573
20211014T1900,13.360529,51.0,2.5455842,98.1301
20211014T2000,11.950529,56.0,6.297428,149.03624
20211014T2100,9.590529,59.0,7.072878,165.25644
20211014T2200,9.000529,53.0,6.162207,173.29016
20211014T2300,8.940529,52.0,4.452954,165.96376
20211015T0000,8.040529,56.0,4.5536795,161.56505
20211015T0100,7.3505287,58.0,5.5887027,165.06857
20211015T0200,7.3005285,57.0,5.495161,148.3925
20211015T0300,6.9305286,58.0,5.6233797,140.19443
20211015T0400,6.4605284,55.0,3.219938,153.43495
20211015T0500,6.2205286,52.0,3.4152596,161.56505
20211015T0600,6.6105285,51.0,6.193674,144.46231
20211015T0700,6.4405284,50.0,6.1305785,130.23636
20211015T0800,6.8205285,52.0,5.95906,115.01689
20211015T0900,8.830529,55.0,5.506941,101.30993
20211015T1000,11.100529,48.0,2.9024127,119.74488
20211015T1100,13.380529,47.0,2.0991426,239.03624
20211015T1200,15.580529,45.0,5.0142193,291.0375
20211015T1300,16.46053,42.0,5.991594,302.73523
20211015T1400,17.48053,41.0,8.0899935,302.27563
20211015T1500,17.70053,42.0,9.339208,297.55283
20211015T1600,17.56053,44.0,10.315115,299.24884
20211015T1700,16.930529,47.0,8.891343,301.7595
20211015T1800,15.770529,51.0,8.373386,295.46335
20211015T1900,14.590529,56.0,8.225035,293.1986
20211015T2000,13.640529,61.0,7.0911775,293.9625
20211015T2100,12.900529,64.0,6.830519,288.43497
20211015T2200,12.230529,65.0,4.6800003,292.61987
20211015T2300,11.330529,69.0,0.8049845,296.56506
20211016T0000,10.400529,73.0,1.2979984,33.690063
20211016T0100,9.440529,76.0,2.16,360.0
20211016T0200,8.250529,80.0,2.5959969,303.69006
20211016T0300,7.2805285,85.0,2.8799999,270.0
20211016T0400,6.8305287,89.0,3.0758414,249.44395
20211016T0500,6.6305285,93.0,3.0758414,249.44395
20211016T0600,6.8005285,94.0,4.6800003,247.38014
20211016T0700,6.6905284,94.0,5.634891,243.43495
20211016T0800,7.3105288,90.0,4.829907,243.43495
20211016T0900,8.650529,83.0,2.9024127,277.125
20211016T1000,9.890529,78.0,3.7064266,330.94543
20211016T1100,11.340529,71.0,6.0347,342.646
20211016T1200,13.370529,64.0,7.968939,341.56506
20211016T1300,14.270529,55.0,5.3517847,340.3462
20211016T1400,15.380529,52.0,7.42159,345.96375
20211016T1500,15.940529,51.0,8.905908,345.96375
20211016T1600,15.910529,51.0,10.24578,341.56506
20211016T1700,15.230529,54.0,8.766573,340.82098
20211016T1800,14.160529,59.0,6.989936,325.4915
20211016T1900,13.390529,62.0,5.495161,301.6075
20211016T2000,12.670529,65.0,4.32,270.0
20211016T2100,12.040529,68.0,2.9024127,240.25513
20211016T2200,11.540529,69.0,3.8268526,221.18593
20211016T2300,10.640529,71.0,4.6102495,231.3402
20211017T0000,9.600529,74.0,3.8268526,228.81409
20211017T0100,8.960529,76.0,4.8965297,216.02737
20211017T0200,8.840529,77.0,4.198285,210.96376
20211017T0300,8.520529,80.0,3.9763298,185.19443
20211017T0400,8.270529,81.0,3.8773184,158.1986
20211017T0500,8.180529,81.0,3.7064266,119.054596
20211017T0600,7.4505286,85.0,4.5536795,108.434944
20211017T0700,6.7505283,90.0,4.452954,104.03624
20211017T0800,6.8905287,91.0,4.896529,107.10272
20211017T0900,8.760529,83.0,5.5887027,104.93142
20211017T1000,11.0505295,75.0,5.0528407,94.08562
20211017T1100,13.260529,68.0,3.8773184,68.19859
20211017T1200,14.630529,62.0,1.8,360.0
20211017T1300,15.110529,55.0,2.5959969,33.690063
20211017T1400,16.020529,52.0,2.8116899,309.80557
20211017T1500,16.600529,50.0,3.4152596,288.43497
20211017T1600,16.860529,48.0,2.7416782,293.1986
20211017T1700,16.500528,51.0,1.835647,11.309921
20211017T1800,15.880529,50.0,3.2599385,83.65981
20211017T1900,14.940529,55.0,4.6938257,122.47119
20211017T2000,13.770529,61.0,4.8965297,126.027374
20211017T2100,12.660529,68.0,4.1046314,127.874985
20211017T2200,11.970529,73.0,3.8268526,138.81407
20211017T2300,11.450529,76.0,4.1046314,142.12502
20211018T0000,10.940529,78.0,2.968636,104.03624
20211018T0100,10.240529,78.0,3.2399998,89.99999
20211018T0200,10.100529,75.0,2.3051248,128.6598
20211018T0300,10.100529,72.0,3.319036,139.3987
20211018T0400,10.060529,68.0,3.7064266,119.054596
20211018T0500,9.640529,64.0,4.1046314,127.874985
20211018T0600,9.480529,57.0,5.3517847,137.72632
20211018T0700,9.290529,56.0,5.904439,127.56859
20211018T0800,9.0505295,66.0,6.28713,113.62937
20211018T0900,10.390529,68.0,8.766573,109.17901
20211018T1000,12.820529,66.0,8.557102,104.620865
20211018T1100,15.260529,58.0,6.924738,98.97262
20211018T1200,17.170528,51.0,4.379589,80.537674
20211018T1300,17.690529,44.0,4.452954,75.96376
20211018T1400,18.740528,38.0,4.452954,75.96376
20211018T1500,19.31053,37.0,3.319036,77.47118
20211018T1600,19.360529,37.0,3.96,89.99999
20211018T1700,18.89053,40.0,3.9763298,84.805565
20211018T1800,18.30053,44.0,5.937272,104.03624
20211018T1900,17.04053,53.0,7.729527,117.75854
20211018T2000,15.190529,62.0,7.42159,129.09386
20211018T2100,14.250529,63.0,7.289445,147.09476
20211018T2200,13.500529,62.0,4.829907,153.43495
20211018T2300,12.910529,63.0,4.8965297,143.97263
20211019T0000,12.880529,55.0,6.3690495,137.2906
20211019T0100,12.480529,50.0,6.12,118.07248
20211019T0200,11.020529,54.0,4.802999,102.99461
20211019T0300,10.350529,56.0,5.815978,111.80141
20211019T0400,10.330529,56.0,5.6920996,108.434944
20211019T0500,10.540529,57.0,6.489992,109.44003
20211019T0600,10.700529,57.0,5.937272,104.03624
20211019T0700,10.540529,59.0,6.9899354,101.88866
20211019T0800,10.710529,60.0,6.379216,106.38954
20211019T0900,11.430529,59.0,6.725354,105.5241
20211019T1000,14.540529,57.0,8.766573,109.17901
20211019T1100,16.410528,51.0,8.557102,104.620865
20211019T1200,17.54053,53.0,9.793058,107.10272
20211019T1300,17.23053,53.0,7.2805495,98.53076
20211019T1400,18.330528,52.0,6.6185193,112.380135
20211019T1500,19.740528,48.0,4.73506,98.74616
20211019T1600,20.15053,46.0,3.6179552,95.71059
20211019T1700,20.010529,45.0,5.8603754,100.61965
20211019T1800,19.680529,46.0,7.5170207,106.69924
20211019T1900,18.54053,51.0,7.42159,112.83366
20211019T2000,17.39053,57.0,6.4096174,128.15723
20211019T2100,16.71053,61.0,5.6233797,140.19443
20211019T2200,15.080529,58.0,5.904439,142.4314
20211019T2300,14.060529,46.0,5.991594,147.26477
20211020T0000,13.640529,43.0,6.1094027,135.0
20211020T0100,12.790529,48.0,5.692099,124.69515
20211020T0200,11.260529,60.0,2.8116899,129.80557
20211020T0300,11.560529,64.0,3.5455887,156.0375
20211020T0400,12.000529,60.0,2.8116899,140.19443
20211020T0500,12.000529,62.0,2.3051248,128.6598
20211020T0600,10.980529,67.0,3.6,89.99999
20211020T0700,9.820529,73.0,5.4833565,113.19859
20211020T0800,10.580529,66.0,6.12,118.07248
20211020T0900,12.230529,63.0,7.9526596,95.19443
20211020T1000,15.060529,53.0,5.7599998,89.99999
20211020T1100,17.81053,50.0,2.7416782,203.1986
20211020T1200,21.56053,45.0,12.387348,234.46233
20211020T1300,23.56053,43.0,18.440998,231.3402
20211020T1400,24.090528,44.0,17.673029,236.63364
20211020T1500,23.47053,47.0,17.339897,221.63354
20211020T1600,21.79053,53.0,19.513195,209.87599
20211020T1700,20.31053,55.0,23.185787,216.15819
20211020T1800,18.71053,57.0,25.133053,218.01895
20211020T1900,18.46053,54.0,29.024128,223.99492
20211020T2000,18.12053,54.0,33.09651,224.11859
20211020T2100,17.82053,54.0,34.653625,222.47388
20211020T2200,17.82053,54.0,36.161636,223.38646
20211020T2300,17.410528,54.0,33.39473,221.9413
20211021T0000,17.680529,52.0,28.775238,226.52077
20211021T0100,17.57053,52.0,17.727943,240.83238
20211021T0200,16.600529,58.0,19.721298,248.58704
20211021T0300,14.620529,76.0,9.83268,246.2505
20211021T0400,15.590529,64.0,23.000591,230.0796
20211021T0500,15.720529,60.0,34.62369,225.84253
20211021T0600,15.240529,62.0,31.863558,237.92601
20211021T0700,14.350529,69.0,38.175278,254.12883
20211021T0800,13.650529,67.0,40.77546,256.20914
20211021T0900,13.370529,64.0,44.360413,256.86597
20211021T1000,13.560529,61.0,43.211998,259.439
20211021T1100,13.560529,60.0,41.305977,263.4944
20211021T1200,14.060529,57.0,33.603645,265.08344
20211021T1300,15.250529,48.0,30.657122,260.5377
20211021T1400,15.530529,46.0,31.782108,260.2176
20211021T1500,15.600529,45.0,31.491255,259.46082
20211021T1600,15.360529,44.0,30.009838,259.63367
20211021T1700,14.590529,48.0,26.717722,255.96376
20211021T1800,13.670529,52.0,21.868332,249.77515
20211021T1900,12.760529,56.0,18.218275,240.39555
20211021T2000,12.560529,57.0,17.873556,235.66978
20211021T2100,11.870529,60.0,16.363178,230.35583
20211021T2200,11.840529,61.0,16.075521,235.95407
20211021T2300,12.750529,59.0,17.555305,254.53879
20211022T0000,11.770529,66.0,17.298738,282.01147
20211022T0100,9.690529,84.0,17.238699,331.29407
20211022T0200,6.9305286,83.0,12.261157,319.76367
20211022T0300,7.5605288,83.0,10.464797,296.56506
20211022T0400,7.3505287,83.0,7.342588,281.30994
20211022T0500,7.2405286,84.0,8.557102,292.24902
20211022T0600,7.2105284,83.0,8.4963045,306.38437
20211022T0700,6.5205283,86.0,9.1641035,315.0
20211022T0800,6.5005283,86.0,8.913181,313.36343
20211022T0900,7.6605287,76.0,10.739832,320.44034
20211022T1000,8.630529,69.0,11.753876,319.96973
20211022T1100,9.820529,65.0,11.525623,308.65982
20211022T1200,10.990529,58.0,13.276144,310.60132
20211022T1300,13.310529,45.0,11.269782,296.56506
20211022T1400,13.920529,39.0,13.1041975,290.9245
20211022T1500,14.000529,38.0,14.917212,289.74683
20211022T1600,13.720529,36.0,16.516901,290.40988
20211022T1700,12.790529,38.0,13.661038,288.43497
20211022T1800,10.910529,46.0,11.542478,273.57632
20211022T1900,9.600529,51.0,10.464798,266.0548
20211022T2000,8.710529,55.0,7.928178,272.60257
20211022T2100,7.9805284,58.0,4.68,270.0
20211022T2200,7.4905286,60.0,2.9024127,240.25513
20211022T2300,7.4105287,59.0,2.4149535,206.56505
20211023T0000,7.1405287,59.0,3.671294,191.30994
20211023T0100,5.8605285,64.0,5.3999996,180.0
20211023T0200,5.2005286,68.0,5.04,180.0
20211023T0300,5.9505286,67.0,4.3498964,155.55605
20211023T0400,6.1505284,67.0,5.3999996,126.869896
20211023T0500,5.6205287,69.0,6.763786,115.20112
20211023T0600,4.9205284,72.0,7.42159,112.83366
20211023T0700,4.1405287,75.0,7.42159,112.83366
20211023T0800,4.3405285,75.0,6.5693827,99.46232
20211023T0900,6.6105285,66.0,8.473393,102.26477
20211023T1000,8.520529,62.0,6.87779,83.99099
20211023T1100,10.260529,57.0,6.9247384,62.102737
20211023T1200,11.340529,53.0,7.145796,40.914368
20211023T1300,12.700529,51.0,8.28,360.0
20211023T1400,13.220529,51.0,9.0645685,353.15723
20211023T1500,13.730529,50.0,7.208994,357.13757
20211023T1600,13.860529,51.0,4.32,360.0
20211023T1700,13.440529,54.0,2.2768397,18.434952
20211023T1800,12.390529,56.0,4.829907,116.56505
20211023T1900,10.200529,60.0,10.703569,132.27368
20211023T2000,8.000528,69.0,10.805998,119.981636
20211023T2100,7.4105287,72.0,10.966713,113.19859
20211023T2200,6.6205287,75.0,9.693296,111.80141
20211023T2300,5.7605286,78.0,6.9247384,117.89726
20211024T0000,5.0105286,80.0,5.8603754,132.51044
20211024T0100,4.6205287,80.0,7.127636,135.0
20211024T0200,4.4205284,79.0,8.404285,133.26428
20211024T0300,4.2805285,78.0,9.422101,133.45184
20211024T0400,4.1905284,78.0,10.97262,131.0091
20211024T0500,3.8505285,78.0,11.4862,122.19573
20211024T0600,2.9005284,81.0,13.049689,114.44395
20211024T0700,1.5705286,83.0,13.527572,115.20112
20211024T0800,3.0105286,79.0,15.941944,115.407715
20211024T0900,4.9605284,75.0,15.646544,113.02549
20211024T1000,7.7505283,68.0,13.896187,106.55707
20211024T1100,10.960529,56.0,13.979871,101.88866
20211024T1200,13.340529,52.0,11.901798,93.46823
20211024T1300,14.410529,49.0,11.212135,95.52754
